"trial","subject_id","net","vignette","vignette_sex","response_1","response_2","response_3","discrete_response_1","discrete_response_2","discrete_response_3","truth","discrete_answer","neighbor_list","neighbor_avg_1","all_neighbor_list","neighbor_estimates_1","neighbor_avg_2","neighbor_estimates_2"
14479,62936,"Social",2.1,"M",80,60,60,"A","A","A",50,"B","52959,52935,52933,52837",15.625,"52959,52935,52933,52837","15,30,10,7.5",31.75,"50,70,5,2"
14479,62937,"Social",2.1,"M",20,NA,18,"A",NA,"A",50,"B","52897,52887,52883,52810",10.5,"52897,52887,52883,52810","20,NA,NA,1",13.075,"20,25,2.3,5"
14479,62941,"Social",2.1,"M",1.1,1.1,NA,"A","A",NA,50,"B","52947,52922,52900,52836",18,"52947,52922,52900,52836","1,2,39,30",22.75,"36,3,2,50"
14479,62947,"Social",2.1,"M",39,2,2,"B","B","B",50,"B","52958,52941,52897,52874",10.55,"52958,52941,52897,52874","NA,1.1,20,NA",17.8,"2.3,1.1,NA,50"
14479,62958,"Social",2.1,"M",20,NA,NA,"B",NA,NA,50,"B","52947,52935,52887,52854",24.75,"52947,52935,52887,52854","20,30,39,10",26.75,"20,70,2,15"
14479,62959,"Social",2.1,"M",10,5,5,"A","A","A",50,"B","52936,52922,52836,52824",33,"52936,52922,52836,52824","2,80,20,30",32,"3,60,15,50"
14479,62967,"Social",2.1,"M",30,40,40,"A","B","B",50,"B","52935,52922,52885,52843",20.6666666666667,"52935,52922,52885,52843","30,2,30,NA",31.325,"2.3,3,70,50"
14479,62920,"Social",2.1,"M",20,25,25,"B","B","B",50,"B","52890,52848,52837,52836",26.875,"52890,52848,52837,52836","50,30,7.5,20",33,"50,50,2,30"
14479,62804,"Social",2.1,"M",25,50,50,"B","B","B",50,"B","52914,52858,52848,52840",28.3333333333333,"52914,52858,52848,52840","40,25,20,NA",36.5,"NA,NA,30,43"
14479,62810,"Social",2.1,"M",1,5,5,"A","A","A",50,"B","52937,52913,52871,52843",33.3333333333333,"52937,52913,52871,52843","40,20,NA,40",35,"20,NA,50,NA"
14479,62817,"Social",2.1,"M",25,50,50,"B","B","B",50,"B","52914,52846,52842",21.6666666666667,"52964,52914,52846,52842","40,20,5",37.5,"NA,25,50"
14479,62823,"Social",2.1,"M",25,30,30,"B","B","B",50,"B","52914,52913,52843,52838",31.6666666666667,"52914,52913,52843,52838","40,40,15,NA",30,"20,NA,20,50"
14479,62824,"Social",2.1,"M",20,15,20,"A","A","A",50,"B","52959,52854,52843,52836",16.6666666666667,"52959,52854,52843,52836","10,30,NA,10",30,"5,50,50,15"
14479,62836,"Social",2.1,"M",30,50,50,"B","A","A",50,"B","52959,52941,52920,52824",12.775,"52959,52941,52920,52824","1.1,10,20,20",11.525,"1.1,5,25,15"
14479,62837,"Social",2.1,"M",7.5,2,2.35,"A","A","A",50,"B","52936,52920,52897",50,"52936,52920,52897,52856","NA,80,20",29.1,"2.3,60,25"
14479,62838,"Social",2.1,"M",15,20,20,"A","A","A",50,"B","52913,52854,52846,52823",20,"52913,52854,52846,52823","40,25,5,10",28.75,"20,30,50,15"
14479,62840,"Social",2.1,"M",25,NA,NA,"A",NA,NA,50,"B","52846,52804",15,"52964,52856,52846,52804","25,5",50,"50,50"
14479,62842,"Social",2.1,"M",20,25,35,"A","A","A",50,"B","52935,52874,52871,52817",31.6666666666667,"52935,52874,52871,52817","30,25,40,NA",56.6666666666667,"70,50,NA,50"
14479,62843,"Social",2.1,"M",NA,50,50,NA,"A","A",50,"B","52967,52824,52823,52810",19,"52967,52824,52823,52810","30,1,25,20",22.5,"40,5,30,15"
14479,62846,"Social",2.1,"M",5,50,50,"A","A","A",50,"B","52887,52840,52838,52817",21.25,"52887,52840,52838,52817","20,25,15,25",30,"20,50,20,NA"
14479,62848,"Social",2.1,"M",20,30,40,"A","A","A",50,"B","52920,52914,52883,52804",28.3333333333333,"52920,52914,52883,52804","NA,40,20,25",33.3333333333333,"25,NA,25,50"
14479,62850,"Social",2.1,"M",69,NA,50,"A","B","B",50,"B","52925,52900,52890,52887",23.6666666666667,"52925,52900,52890,52887","20,1,50,NA",36.5,"20,36,50,40"
14479,62854,"Social",2.1,"M",10,15,10,"B","B","B",50,"B","52958,52885,52838,52824",21.25,"52958,52885,52838,52824","30,20,20,15",12.4333333333333,"2.3,NA,15,20"
14479,62858,"Social",2.1,"M",NA,43,NA,NA,"B",NA,50,"B","52925,52913,52874,52804",32.5,"52925,52913,52874,52804","40,NA,25,NA",40,"20,40,50,50"
14479,62871,"Social",2.1,"M",40,NA,NA,"B",NA,NA,50,"B","52933,52883,52842,52810",12,"52933,52883,52842,52810","NA,15,1,20",26.25,"25,50,5,25"
14479,62874,"Social",2.1,"M",NA,50,45,NA,"B","B",50,"B","52947,52890,52858,52842",36.3333333333333,"52947,52890,52858,52842","50,39,20,NA",30,"50,2,25,43"
15037,67118,"Social",2.7,"F",15,7.5,6,"B","B","B",5,"A","55797,57131,56849,56791",2.66666666666667,"55797,57131,56849,56791","5,3,0,NA",7,"5,3,10,10"
15037,67085,"Social",2.7,"F",0,1,0,"A","A","A",5,"A","57114,57071,57055",0.333333333333333,"57114,57071,56802,57055","0,1,0",0.5,"0,1,NA"
15037,66846,"Social",2.7,"F",0,3,1,"A","A","A",5,"A","55797,56863,56841,57073",4.75,"55797,56863,56841,57073","15,3,1,0",1.5,"1,3,2,0"
15037,68243,"Social",2.7,"F",0,1,1,"A","A","A",5,"A","56924,57094,57075,56784",2.5,"56924,57094,57075,56784","10,0,0,0",4,"5,10,0,1"
15037,66849,"Social",2.7,"F",NA,10,5,"A","A","A",5,"A","58114,57118,57104,57094",10,"58114,57118,57104,57094","15,15,0,NA",5.875,"7.5,10,1,5"
15037,68262,"Social",2.7,"F",75,2,10,"C","A","A",5,"A","56924,56905,57127,56791",0.5,"56924,56905,57127,56791","0,0,2,0",7.5,"5,10,5,10"
15037,67131,"Social",2.7,"F",5,5,5,"A","A","A",5,"A","57118,57114,57104,57051",7,"57118,57114,57104,57051","1,15,5,NA",4.625,"1,7.5,5,5"
15037,67051,"Social",2.7,"F",5,5,3,"A","A","A",5,"A","57131,57120,58070,57075",10.5,"57131,57120,58070,57075","10,5,2,25",4.25,"5,5,7,0"
15037,67055,"Social",2.7,"F",0,NA,NA,"A",NA,NA,5,"A","57142,56894,57085,57073",6.25,"57142,56894,57085,57073","5,5,15,0",2.25,"5,2,1,1"
15037,67071,"Social",2.7,"F",0,0,0,"A","A","A",5,"A","57142,58065,57085,56758",8.75,"57142,58065,57085,56758","5,0,0,30",1.5,"2,1,0,3"
15037,67073,"Social",2.7,"F",15,1,2,"A","A","A",5,"A","56905,56846,58070,57055",0.5,"56905,56846,58070,57055","0,2,0,0",5,"5,7,NA,3"
15037,67075,"Social",2.7,"F",10,5,5,"A","A","A",5,"A","58114,58243,58035,57051",5,"58114,58243,58035,57051","0,5,15,0",4,"1,5,10,0"
15037,67114,"Social",2.7,"F",1,1,1,"A","A","A",5,"A","55798,57131,55708,57085",10,"55798,57131,55708,57085","5,30,0,5",3.25,"5,2,1,5"
15037,65798,"Social",2.7,"F",5,5,5,"A","A","A",5,"A","55797,56905,57114,57094",1,"55797,56905,57114,57094","0,1,3,0",2.5,"5,1,3,1"
15037,67119,"Social",2.7,"F",15,10,10,"A","A","A",5,"A","57133,57127,58065,55708",8,"57133,57127,58065,55708","30,0,2,0",1.75,"2,0,5,0"
15037,67120,"Social",2.7,"F",25,0,0,"A","A","A",5,"A","56841,58035,57051",2,"56841,56802,58035,57051","5,1,0",2.33333333333333,"5,2,0"
15037,67087,"Social",2.7,"F",5,5,5,"A","A","A",5,"A","56896,56894,57104,56758",13.3333333333333,"56896,56894,57104,56758","5,5,NA,30",4.5,"5,5,5,3"
15037,67126,"Social",2.7,"F",5,5,5,"A","A","A",5,"A","58114,57142,56924,57133",5,"58114,57142,56924,57133","5,0,0,15",5.5,"2,10,0,10"
15037,67094,"Social",2.7,"F",0,1,1,"A","A","A",5,"A","55798,56849,58243",2.5,"55798,56849,56802,58243","0,5,NA",5.33333333333333,"1,5,10"
15037,68065,"Social",2.7,"F",0,0,0,"A","A","A",5,"A","56899,57119,57071,56791",4,"56899,57119,57071,56791","1,0,15,0",5.5,"2,0,10,10"
15037,67104,"Social",2.7,"F",NA,5,5,NA,"A","A",5,"A","57131,56849,58070,57087",4,"57131,56849,58070,57087","5,2,5,NA",6.75,"5,7,5,10"
15037,68035,"Social",2.7,"F",0,0,0,"A","A","A",5,"A","56894,57120,57075",13.3333333333333,"56894,57120,57075,56802","5,10,25",3.33333333333333,"5,5,0"
15037,67142,"Social",2.7,"F",5,2,2,"A","A","A",5,"A","56899,57126,57071,57055",1.5,"56899,57126,57071,57055","1,0,5,0",2.33333333333333,"2,0,5,NA"
15037,66899,"Social",2.7,"F",1,2,1,"A","A","A",5,"A","57142,56841,58065,55708",9,"57142,56841,58065,55708","5,30,0,1",1.5,"2,2,0,2"
15037,68070,"Social",2.7,"F",2,7,3,"A","A","A",5,"A","57127,57104,57073,57051",7.33333333333333,"57127,57104,57073,57051","15,2,5,NA",4,"1,5,5,5"
15037,65797,"Social",2.7,"F",3,3,3,"A","A","A",5,"A","55798,57133,57118,56846",5,"55798,57133,57118,56846","15,0,5,0",3.875,"7.5,0,5,3"
15037,66896,"Social",2.7,"F",5,5,5,"A","A","A",5,"A","56863,57087,56791,56784",1.25,"56863,57087,56791,56784","0,0,5,0",3.75,"0,10,5,0"
15037,67127,"Social",2.7,"F",2,5,5,"A","A","A",5,"A","58262,57119,56863,58070",23,"58262,57119,56863,58070","15,2,75,0",4.75,"10,7,2,0"
15037,66841,"Social",2.7,"F",1,2,1,"A","A","A",5,"A","56899,57120,56846,56758",14,"56899,57120,56846,56758","1,25,0,30",2,"2,0,3,3"
15037,66924,"Social",2.7,"F",0,10,NA,"A","A","A",5,"A","58262,57126,56784,58243",20,"58262,57126,56784,58243","5,0,75,0",2,"5,1,2,0"
15037,67133,"Social",2.7,"F",0,0,0,"A","A","A",5,"A","55797,57126,57119,56784",5.75,"55797,57126,57119,56784","15,5,3,0",4.5,"10,5,3,0"
15037,66863,"Social",2.7,"F",0,0,0,"A","A","A",5,"A","57127,56896,56846,55708",9.25,"57127,56896,56846,55708","5,30,2,0",3.75,"5,2,5,3"
15037,66758,"Social",2.7,"F",30,3,2,"A","A","A",5,"A","56894,56841,57087,57071",2.75,"56894,56841,57087,57071","5,0,1,5",3,"5,0,2,5"
15037,66784,"Social",2.7,"F",0,0,0,"B","B","B",5,"A","56924,57133,56896,58243",1.25,"56924,57133,56896,58243","5,0,0,0",4,"5,10,0,1"
15037,66791,"Social",2.7,"F",0,10,0,"A","B","A",5,"A","58262,56896,57118,58065",23.75,"58262,56896,57118,58065","5,15,75,0",3.625,"5,7.5,2,0"
15037,66894,"Social",2.7,"F",5,5,5,"A","A","A",5,"A","57087,58035,57055,56758",8.75,"57087,58035,57055,56758","0,5,0,30",2.66666666666667,"NA,5,0,3"
15037,68114,"Social",2.7,"F",15,10,10,"A","A","A",5,"A","56905,57126,56849,57075",5,"56905,57126,56849,57075","0,10,5,NA",6.25,"5,5,5,10"
15037,66905,"Social",2.7,"F",0,5,1,"A","A","A",5,"A","58114,55798,58262,57073",27.5,"58114,55798,58262,57073","15,75,5,15",4.5,"1,2,5,10"
15037,65708,"Social",2.7,"F",30,2,1,"A","A","A",5,"A","56899,57119,56863,57114",4.25,"56899,57119,56863,57114","1,1,15,0",3.25,"2,1,10,0"
15038,65563,"Social",2.7,"F",5,10,6,"A","A","A",5,"A","57027,57939,55534",15,"57027,56741,57939,55534","NA,NA,15",5.66666666666667,"2,5,10"
15038,65510,"Social",2.7,"F",20,5,1,"A","A","A",5,"A","57031,55546,55534,55473",5,"57031,55546,55534,55473","NA,5,0,10",3.5,"2,5,2,5"
15038,67027,"Social",2.7,"F",NA,5,4,NA,"A","A",5,"A","57026,55611,55563,55541",3.33333333333333,"57026,55611,55563,55541","NA,5,0,5",3,"2,0,0,10"
15038,67031,"Social",2.7,"F",5,5,1,"A","A","A",5,"A","55596,57013,55510,55486",6.75,"55596,57013,55510,55486","0,0,7,20",1.75,"1,0,1,5"
15038,65573,"Social",2.7,"F",0,3,0,"B","A","A",5,"A","57026,55561,55500",50,"57026,56741,55561,55500","70,30,NA",7.33333333333333,"10,10,2"
15038,65559,"Social",2.7,"F",20,5,5,"B","A","A",5,"A","55561,58217,58215",26.6666666666667,"56741,55561,58217,58215","70,10,0",8.33333333333333,"10,10,5"
15038,67975,"Social",2.7,"F",1,1,0,"A","A","A",5,"A","55550,55502,55488,55476",2.5,"55550,55502,55488,55476","0,10,0,0",0.25,"0,1,0,0"
15038,65611,"Social",2.7,"F",5,0,0,"A","A","A",5,"A","57038,57027",0,"57038,57027,57018,55512","NA,0",5,"5,5"
15038,67026,"Social",2.7,"F",NA,2,5,NA,"A","A",5,"A","57027,55626,55573,55554",1.66666666666667,"57027,55626,55573,55554","5,NA,0,0",3.25,"5,5,3,0"
15038,66733,"Social",2.7,"F",10,0,5,"A","A","A",5,"A","55578,55572,58217",10,"57018,55578,55572,58217","NA,20,0",6.66666666666667,"5,10,5"
15038,67038,"Social",2.7,"F",0,5,0,"A","A","A",5,"A","55611,57013,55561,55530",18.75,"55611,57013,55561,55530","70,0,0,5",3.33333333333333,"10,0,NA,0"
15038,65473,"Social",2.7,"F",0,2,2,"A","A","A",5,"A","55583,55550,58215,55510",8.75,"55583,55550,58215,55510","5,0,10,20",5,"5,0,10,5"
15038,65554,"Social",2.7,"F",5,5,5,"A","A","A",5,"A","57026,55572,55550",10,"57026,55572,55550,55512","NA,0,20",4,"2,0,10"
15038,65546,"Social",2.7,"F",10,5,5,"A","A","A",5,"A","55596,55578,55510,55500",19,"55596,55578,55510,55500","30,NA,7,20",5.25,"10,5,1,5"
15038,65491,"Social",2.7,"F",0,0,2,"A","A","A",5,"A","57029,55541,55530,58208",3.33333333333333,"57029,55541,55530,58208","NA,0,10,0",10,"NA,NA,20,0"
15038,67029,"Social",2.7,"F",10,20,5,"A","B","A",5,"A","57013,58208,55491",0,"57018,57013,58208,55491","NA,0,0",0,"NA,0,0"
15038,68217,"Social",2.7,"F",0,5,1,"A","A","A",5,"A","56733,55559,55476",10,"56733,55559,55512,55476","0,10,20",1.66666666666667,"0,0,5"
15038,65596,"Social",2.7,"F",7,1,1,"A","A","A",5,"A","57031,55550,55546,57939",7.5,"57031,55550,55546,57939","5,0,15,10",5,"5,0,10,5"
15038,65502,"Social",2.7,"F",0,0,0,"A","A","A",5,"A","57975,55541,55534,55488",3.66666666666667,"57975,55541,55534,55488","NA,10,0,1",1,"2,1,0,1"
15038,65561,"Social",2.7,"F",70,10,5,"C","A","A",5,"A","57038,55573,55559,55541",5,"57038,55573,55559,55541","0,0,20,0",3.25,"0,3,5,5"
15038,65530,"Social",2.7,"F",0,NA,0,"A","A","A",5,"A","57038,55491,55488,55476",2.5,"57038,55491,55488,55476","0,0,10,0",1.5,"0,0,1,5"
15038,65541,"Social",2.7,"F",0,0,0,"A","A","A",5,"A","57027,55561,55502,55491",23.3333333333333,"57027,55561,55502,55491","70,NA,0,0",3.75,"10,5,0,0"
15038,65626,"Social",2.7,"F",0,0,5,"B","B","A",5,"A","57026,57013,55578,58208",0,"57026,57013,55578,58208","NA,0,NA,NA",2.33333333333333,"NA,0,5,2"
15038,65476,"Social",2.7,"F",0,0,1,"A","A","A",5,"A","57975,58217,55530",0.333333333333333,"56741,57975,58217,55530","0,1,0",3,"NA,1,5"
15038,65500,"Social",2.7,"F",30,10,10,"A","A","A",5,"A","55588,55573,55546",8.33333333333333,"57018,55588,55573,55546","15,0,10",7.66666666666667,"15,3,5"
15038,65550,"Social",2.7,"F",0,0,0,"A","A","A",5,"A","55596,57975,55554,55473",3.25,"55596,57975,55554,55473","5,0,7,1",2.25,"5,2,1,1"
15038,65486,"Social",2.7,"F",0,1,1,"C","B","B",5,"A","57031,55583,55534",5,"57031,55583,55534,55512","5,NA,5",4,"5,2,5"
15038,65488,"Social",2.7,"F",10,1,1,"A","A","A",5,"A","55583,57975,55530,55502",1.5,"55583,57975,55530,55502","5,0,0,1",2,"5,NA,0,1"
15038,67939,"Social",2.7,"F",15,10,6.5,"A","A","A",5,"A","55596,55578,55572,55563",10.6666666666667,"55596,55578,55572,55563","NA,20,7,5",6.5,"5,10,1,10"
15038,68208,"Social",2.7,"F",NA,NA,0,NA,NA,"A",5,"A","57029,55626,55588,55491",6.25,"57029,55626,55588,55491","15,0,10,0",8.75,"15,0,20,0"
15038,65534,"Social",2.7,"F",NA,2,1,NA,"A","A",5,"A","55563,55510,55502,55486",6.25,"55563,55510,55502,55486","0,0,20,5",4,"1,0,5,10"
15038,65578,"Social",2.7,"F",NA,5,2,NA,"A","A",5,"A","55626,56733,55546,57939",8.75,"55626,56733,55546,57939","10,15,10,0",3.75,"0,10,5,0"
15038,65572,"Social",2.7,"F",20,10,5,"B","A","A",5,"A","56733,55588,55554,57939",11.25,"56733,55588,55554,57939","5,15,10,15",7.5,"5,15,0,10"
15038,67013,"Social",2.7,"F",0,0,0,"A","A","A",5,"A","57038,57031,57029,55626",3.75,"57038,57031,57029,55626","5,10,0,0",7.5,"5,20,0,5"
15038,68215,"Social",2.7,"F",10,10,8,"C","A","A",5,"A","55588,55583,55559,55473",10,"55588,55583,55559,55473","15,5,0,20",6.75,"15,5,2,5"
15038,65583,"Social",2.7,"F",5,5,5,"A","A","A",5,"A","58215,55488,55486,55473",5,"58215,55488,55486,55473","0,10,0,10",3.5,"1,1,2,10"
15038,65588,"Social",2.7,"F",15,15,5,"B","B","A",5,"A","55572,58215,55500,58208",20,"55572,58215,55500,58208","NA,30,20,10",10,"NA,10,10,10"
15039,67651,"Social",2.7,"M",0,5,5,"A","A","A",5,"A","59700,57455,58321,55376",10,"59700,57455,58321,55376","20,NA,10,0",4.375,"5,2.5,10,0"
15039,67658,"Social",2.7,"M",5,15,5,"A","A","A",5,"A","57455,58321,57035",13.3333333333333,"57455,57450,58321,57035","20,0,20",3.33333333333333,"5,0,5"
15039,67106,"Social",2.7,"M",10,15,15,"A","A","A",5,"A","58322,57672,56871,56835",24,"58322,57672,56871,56835","15,1,80,0",7.5,"5,5,20,0"
15039,66687,"Social",2.7,"M",5,0,0,"A","A","A",5,"A","58322,58197,56871,55506",32.75,"58322,58197,56871,55506","1,40,80,10",10,"5,10,20,5"
15039,65506,"Social",2.7,"M",10,5,10,"A","A","A",5,"A","57672,57122,55501,56687",8,"57672,57122,55501,56687","15,12,5,0",5,"5,10,0,NA"
15039,65376,"Social",2.7,"M",NA,2.5,2,NA,"A","A",5,"A","58318,57651,56654,56848",3.75,"58318,57651,56654,56848","10,0,5,0",2.125,"3,0,0.5,5"
15039,65501,"Social",2.7,"M",12,10,8,"A","A","A",5,"A","57672,58321,55506",8.33333333333333,"58319,57672,58321,55506","15,10,0",3.33333333333333,"5,5,0"
15039,66848,"Social",2.7,"M",10,3,3,"A","A","A",5,"A","58320,55376,57936,56660",0,"58320,55376,57936,56660","0,NA,0,0",1.875,"0,2.5,5,0"
15039,67441,"Social",2.7,"M",0,0,0,"A","A","A",5,"A","57655,57475,57451",16.6666666666667,"57655,57475,57451,55422","15,10,25",9.66666666666667,"5,0,24"
15039,67652,"Social",2.7,"M",0,5,5,"B","B","B",5,"A","57122,56654,55420,57035",6.5,"57122,56654,55420,57035","1,5,20,0",2.16666666666667,"1,0.5,5,NA"
15039,68321,"Social",2.7,"M",0,0,0,"A","A","A",5,"A","57658,57651,55501",5.66666666666667,"57658,57651,55422,55501","5,12,0",10,"15,10,5"
15039,67655,"Social",2.7,"M",15,5,0,"A","A","A",5,"A","58320,57649,57441,58059",1.25,"58320,57649,57441,58059","0,5,0,0",0.333333333333333,"0,1,NA,0"
15039,66660,"Social",2.7,"M",0,0,5,"B","A","A",5,"A","58320,57668,56848",11.6666666666667,"58320,57668,58319,56848","0,10,25",5.58333333333333,"0,3,13.75"
15039,68320,"Social",2.7,"M",0,0,0,"A","A","A",5,"A","57655,58329,56660,56848",13.75,"57655,58329,56660,56848","10,15,30,0",9.5,"3,5,30,0"
15039,68197,"Social",2.7,"M",40,10,10,"A","A","A",5,"A","57456,57475,56687,58059",13.75,"57456,57475,56687,58059","5,20,25,5",13.75,"1,30,24,0"
15039,67672,"Social",2.7,"M",15,5,5,"A","A","A",5,"A","55501,55420,57106,55506",8.25,"55501,55420,57106,55506","1,12,10,10",7.75,"1,10,5,15"
15039,67668,"Social",2.7,"M",25,13.75,13.5,"A","A","A",5,"A","58313,58329,57475,56660",13.75,"58313,58329,57475,56660","25,0,30,0",13.5,"24,0,30,0"
15039,68059,"Social",2.7,"M",5,1,0,"A","B","A",5,"A","57655,57455,58197",25,"57655,58319,57455,58197","20,15,40",6.66666666666667,"5,5,10"
15039,67936,"Social",2.7,"M",0,5,5,"A","A","A",5,"A","59700,56848,55420,57035",10.25,"59700,56848,55420,57035","10,1,10,20",4.75,"3,1,10,5"
15039,67456,"Social",2.7,"M",20,30,20,"A","A","A",5,"A","58322,57122,58197",40,"58322,57122,58197,58263","40,80,0",15,"10,20,NA"
15039,67122,"Social",2.7,"M",0,NA,NA,"A",NA,NA,5,"A","57456,57652,57638,55506",7.5,"57456,57652,57638,55506","20,10,0,0",13.3333333333333,"30,5,NA,5"
15039,67638,"Social",2.7,"M",0,NA,NA,"A",NA,NA,5,"A","58313,57451,57122,56835",2.5,"58313,57451,57122,56835","10,0,0,0",0,"0,0,0,NA"
15039,67649,"Social",2.7,"M",0,NA,NA,"A",NA,NA,5,"A","59700,58318,57655,56835",6.25,"59700,58318,57655,56835","0,15,10,0",3.75,"0,5,10,0"
15039,67035,"Social",2.7,"M",20,5,1,"A","A","A",5,"A","57658,57652,57936",1.66666666666667,"57658,57652,55422,57936","5,0,0",8.33333333333333,"15,5,5"
15039,68318,"Social",2.7,"M",0,0,0,"A","A","A",5,"A","58313,57649,55376",0,"58313,57649,57450,55376","0,NA,0",1.25,"NA,2.5,0"
15039,66871,"Social",2.7,"M",1,5,1,"A","A","A",5,"A","56687,56654,57106",6.66666666666667,"57450,56687,56654,57106","5,5,10",5.16666666666667,"0.5,0,15"
15039,69700,"Social",2.7,"M",10,10,8,"A","A","A",5,"A","57649,58329,57651,57936",7.5,"57649,58329,57651,57936","0,0,30,0",13.3333333333333,"NA,5,30,5"
15039,68329,"Social",2.7,"M",30,30,10,"A","A","A",5,"A","59700,58322,58320,57668",28.75,"59700,58322,58320,57668","0,25,10,80",10.9375,"0,13.75,10,20"
15039,66835,"Social",2.7,"M",0,0,1,"A","A","A",5,"A","57649,57638,57106",3.33333333333333,"57649,57638,55422,57106","0,0,10",15,"NA,NA,15"
15039,67451,"Social",2.7,"M",10,0,0,"A","A","A",5,"A","57441,57638",0,"57441,58319,57638,58263","0,0",0,"0,NA"
15039,67455,"Social",2.7,"M",20,5,5,"B","A","A",5,"A","58313,57658,57651,58059",2.5,"58313,57658,57651,58059","5,5,0,0",5.25,"1,15,0,5"
15039,67475,"Social",2.7,"M",25,24,5,"C","C","B",5,"A","57668,57441,58197",21.6666666666667,"57668,57441,58197,58263","25,40,0",7.91666666666667,"13.75,10,0"
15039,68313,"Social",2.7,"M",0,0,0,"A","A","A",5,"A","58318,57668,57455,57638",11.25,"58318,57668,57455,57638","0,20,25,0",6.25,"0,5,13.75,NA"
15039,65420,"Social",2.7,"M",1,1,1,"A","A","A",5,"A","57672,57652,57936,56654",5,"57672,57652,57936,56654","15,5,0,0",3.875,"5,0.5,5,5"
15039,66654,"Social",2.7,"M",5,0.5,5,"A","A","A",5,"A","57652,55376,56871,55420",0.666666666666667,"57652,55376,56871,55420","1,NA,1,0",3.375,"1,2.5,5,5"
15039,68322,"Social",2.7,"M",80,20,20,"A","A","A",5,"A","57456,58329,56687,57106",16.25,"57456,58329,56687,57106","20,5,30,10",18.75,"30,0,30,15"
15040,68033,"Social",2.7,"M",0,0,0,"A","A","A",5,"A","55380,56881,57103,57080",45,"55380,56881,57103,57080","100,70,10,0",7,"1,2,25,0"
15040,67080,"Social",2.7,"M",10,25,5,"A","A","A",5,"A","55380,58185,57108,58033",20,"55380,58185,57108,58033","0,0,70,10",1,"0,0,2,2"
15040,65419,"Social",2.7,"M",0,0,5,"A","A","A",5,"A","58264,56937,57132,55592",10,"58264,56937,57132,55592","25,0,10,5",3.75,"5,0,5,5"
15040,66937,"Social",2.7,"M",5,5,NA,"A","A",NA,5,"A","55431,55419,58084,57107",5.5,"55431,55419,58084,57107","20,0,0,2",2,"5,1,0,2"
15040,67108,"Social",2.7,"M",0,0,5,"A","A","A",5,"A","58271,56857,57081,57080",6.25,"58271,56857,57081,57080","0,10,10,5",13,"22,5,25,0"
15040,67103,"Social",2.7,"M",0,0,0,"C","B","A",5,"A","58270,58033,55592",8.33333333333333,"58270,58033,56763,55592","25,0,0",1.66666666666667,"5,0,0"
15040,68185,"Social",2.7,"M",10,2,5,"A","A","A",5,"A","55618,55416,55528,57080",2.75,"55618,55416,55528,57080","0,0,1,10",7,"0,2,1,25"
15040,67081,"Social",2.7,"M",10,5,5,"B","B","A",5,"A","55425,57108,58264,56888",4,"55425,57108,58264,56888","5,0,1,10",1.66666666666667,"NA,0,0,5"
15040,65594,"Social",2.7,"M",30,50,30,"A","A","B",5,"A","58000,55472,57107,57092",1.75,"58000,55472,57107,57092","0,5,2,0",3,"0,10,2,0"
15040,66888,"Social",2.7,"M",5,NA,0.7,"A",NA,"A",5,"A","58190,55528,57086,57081",10.25,"58190,55528,57086,57081","20,10,10,1",6.5,"10,5,10,1"
15040,67111,"Social",2.7,"M",0,0,0,"A","A","A",5,"A","58270,55431,55425,57092",0.25,"58270,55431,55425,57092","0,0,1,0",0.25,"1,0,0,0"
15040,67086,"Social",2.7,"M",20,10,5,"C","A","A",5,"A","58000,56888,57107,55585",3,"58000,56888,57107,55585","5,0,5,2",5.33333333333333,"NA,4,10,2"
15040,67132,"Social",2.7,"M",0,0,0,"A","A","A",5,"A","55419,55804,55779,56857",3,"55419,55804,55779,56857","2,0,5,5",1.5,"5,0,1,0"
15040,65592,"Social",2.7,"M",25,5,5,"C","B","B",5,"A","55419,57025,55779,57103",3.75,"55419,57025,55779,57103","10,0,5,0",2.75,"10,0,1,0"
15040,65416,"Social",2.7,"M",0,0,0,"A","A","A",5,"A","58270,58000,55380,58185",21.25,"58270,58000,55380,58185","5,70,10,0",3.5,"10,2,2,0"
15040,68270,"Social",2.7,"M",0,0,0,"A","A","A",5,"A","57111,55416,55804,57103",0.5,"57111,55416,55804,57103","2,0,0,0",1.25,"5,0,0,0"
15040,65472,"Social",2.7,"M",0,0,0,"A","A","A",5,"A","56857,55594,55585",11.6666666666667,"56857,56763,55594,55585","30,0,5",18,"50,4,0"
15040,65779,"Social",2.7,"M",5,1,1,"B","A","A",5,"A","55459,57132,57092,55592",6.25,"55459,57132,57092,55592","0,25,0,0",1.25,"0,5,0,0"
15040,67092,"Social",2.7,"M",0,0,0,"A","A","A",5,"A","57111,55783,55779,55594",8.75,"57111,55783,55779,55594","30,0,5,0",12.75,"50,0,1,0"
15040,66881,"Social",2.7,"M",100,1,5,"C","A","A",5,"A","55431,55804,58033",0.666666666666667,"55431,55804,58053,58033","2,0,0",2,"5,1,0"
15040,65585,"Social",2.7,"M",0,4,4,"A","A","A",5,"A","55472,58098,56857,57086",8.75,"55472,58098,56857,57086","20,10,0,5",3.75,"10,5,0,0"
15040,68084,"Social",2.7,"M",20,5,NA,"A","B","B",5,"A","58190,55528,58271,56937",4,"58190,55528,58271,56937","0,10,5,1",9.5,"22,10,5,1"
